datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20170323-06:00,Haze,17,0,0,,29,,1010,0,0,33,0,0,2,270,West,,,3.7
20170323-09:00,Haze,16,0,0,,19,,1007,0,0,37,0,0,4,230,SW,,,9.3
20170323-12:00,Haze,20,0,0,,30,,1006,0,0,35,0,0,4,290,WNW,,,9.3
20170323-15:00,Haze,19,0,0,,48,,1009,0,0,28,0,0,2,,,,,0
20170323-18:00,Haze,19,0,0,,62,,1010,0,0,25,0,0,2,,,,,0
20170323-21:00,Mist,19,0,0,,70,,1009,0,0,23,0,0,2,,,,,0
20170324-00:00,Mist,18,0,0,,77,,1010,0,0,21,0,0,2,320,NW,,,3.7
20170324-03:00,Haze,19,0,0,,64,,1011,0,0,25,0,0,1,,,,,0
20170324-04:30,Smoke,17,0,0,29.4,48,,1012,0,0,29,0,0,2,310,NW,,,9.3
20170324-05:30,Smoke,15,0,0,30.6,38,,1012,0,0,31,0,0,2,330,NNW,,,11.1
20170324-06:00,Haze,14,0,0,,22,,1011,0,0,32,0,0,2,340,NNW,,,14.8
20170324-06:30,Haze,11,0,0,,26,,1012,0,0,33,0,0,3,330,NNW,,,16.7
20170324-07:00,Haze,11,0,0,,24,,1011,0,0,34,0,0,3,340,NNW,,,16.7
20170324-09:00,Haze,14,0,0,,19,,1008,0,0,34,0,0,2,340,NNW,,,14.8
20170324-12:00,Haze,10,0,0,,16,,1008,0,0,33,0,0,2,320,NW,,,11.1
20170324-15:00,Haze,14,0,0,,32,,1010,0,0,27,0,0,2,320,NW,,,7.4
20170324-18:00,Haze,14,0,0,,40,,1011,0,0,25,0,0,2,320,NW,,,7.4
20170324-21:00,Haze,14,0,0,,46,,1011,0,0,23,0,0,2,290,WNW,,,7.4
20170325-00:00,Mist,15,0,0,,70,,1010,0,0,19,0,0,2,,,,,0
20170325-03:00,Haze,15,0,0,,53,,1011,0,0,22,0,0,2,270,West,,,13
20170325-06:00,Haze,14,0,0,,25,,1011,0,0,31,0,0,4,320,NW,,,14.8
20170325-09:00,Haze,12,0,0,,17,,1008,0,0,34,0,0,4,320,NW,,,18.5
20170325-12:00,Haze,12,0,0,,20,,1008,0,0,32,0,0,4,290,WNW,,,16.7
20170325-15:00,Haze,14,0,0,,34,,1010,0,0,27,0,0,2,320,NW,,,5.6
20170325-18:00,Haze,14,0,0,,41,,1011,0,0,25,0,0,2,290,WNW,,,7.4
20170325-21:00,Haze,15,0,0,,55,,1010,0,0,22,0,0,2,270,West,,,7.4
20170326-00:00,Haze,16,0,0,,62,,1011,0,0,21,0,0,2,250,WSW,,,7.4
20170326-03:00,Haze,21,0,0,,85,,1013,0,0,23,0,0,2,290,WNW,,,11.1
20170326-06:00,Blowing Sand,13,0,0,,20,,1012,0,0,33,0,0,4,320,NW,,,25.9
20170326-09:00,Blowing Sand,10,0,0,,13,,1010,0,0,35,0,0,2,320,NW,,,29.6
20170326-10:00,Widespread Dust,10,0,0,,22,,1010,0,0,35,0,0,3.5,320,NW,51.9,,33.3
20170326-12:00,Blowing Sand,13,0,0,,19,,1008,0,0,33,0,0,2,320,NW,,,27.8
20170326-13:00,Haze,13,0,0,30,33,,1010,0,0,31,0,0,3.5,290,WNW,,,14.8
20170326-15:00,Haze,15,0,0,,34,,1009,0,0,29,0,0,2,290,WNW,,,11.1
20170326-18:00,Haze,15,0,0,,41,,1010,0,0,26,0,0,2,290,WNW,,,5.6
20170326-21:00,Haze,14,0,0,,42,,1009,0,0,25,0,0,2,290,WNW,,,9.3
20170327-00:00,Haze,15,0,0,,50,,1009,0,0,23,0,0,2,290,WNW,,,7.4
20170327-03:00,Haze,16,0,0,,49,,1011,0,0,25,0,0,2,270,West,,,11.1
20170327-06:00,Haze,15,0,0,,24,,1011,0,0,33,0,0,2,320,NW,,,14.8
20170327-09:00,Blowing Sand,16,0,0,,19,,1008,0,0,36,0,0,4,320,NW,,,27.8
20170327-12:00,Haze,17,0,0,,24,,1008,0,0,35,0,0,4,320,NW,,,22.2
20170327-15:00,Haze,19,0,0,,43,,1010,0,0,30,0,0,2,270,West,,,11.1
20170327-18:00,Haze,18,0,0,,45,,1010,0,0,28,0,0,2,320,NW,,,7.4
20170327-21:00,Haze,19,0,0,,55,,1009,0,0,26,0,0,2,290,WNW,,,7.4
20170328-00:00,Haze,18,0,0,,66,,1009,0,0,23,0,0,2,270,West,,,7.4
20170328-03:00,Haze,18,0,0,,54,,1011,0,0,26,0,0,2,270,West,,,3.7
20170328-03:30,Haze,18,0,0,28.8,54,,1012,0,0,28,0,0,2,290,WNW,,,3.7
20170328-06:00,Haze,16,0,0,,23,,1010,0,0,35,0,0,2,270,West,,,14.8
20170328-09:00,Blowing Sand,11,0,0,,13,,1008,0,0,37,0,0,4,290,WNW,,,22.2
20170328-12:00,Haze,15,0,0,,19,,1006,0,0,36,0,0,4,320,NW,,,16.7
20170328-15:00,Haze,18,0,0,,41,,1008,0,0,30,0,0,2,270,West,,,3.7
20170328-18:00,Haze,17,0,0,,43,,1009,0,0,28,0,0,2,270,West,,,3.7
20170328-21:00,Haze,18,0,0,,53,,1008,0,0,26,0,0,2,320,NW,,,3.7
20170329-00:00,Haze,18,0,0,,57,,1008,0,0,25,0,0,2,230,SW,,,11.1
20170329-03:00,Haze,16,0,0,,39,,1009,0,0,28,0,0,2,270,West,,,14.8
20170329-06:00,Blowing Sand,16,0,0,,22,,1008,0,0,35,0,0,2,270,West,,,24.1
20170329-09:00,Blowing Sand,13,0,0,,14,,1006,0,0,38,0,0,4,320,NW,,,22.2
20170329-12:00,Haze,13,0,0,,16,,1005,0,0,37,0,0,4,320,NW,,,14.8
20170329-15:00,Haze,18,0,0,,38,,1007,0,0,30,0,0,2,290,WNW,,,5.6
20170329-18:00,Haze,16,0,0,,38,,1008,0,0,29,0,0,2,290,WNW,,,7.4
20170329-21:00,Haze,18,0,0,,52,,1006,0,0,26,0,0,2,290,WNW,,,5.6
20170330-00:00,Haze,17,0,0,,56,,1007,0,0,24,0,0,2,270,West,,,7.4
20170330-03:00,Haze,17,0,0,,42,,1009,0,0,28,0,0,2,270,West,,,14.8
20170330-06:00,Haze,14,0,0,,19,,1008,0,0,35,0,0,4,270,West,,,22.2
20170330-12:00,Haze,15,0,0,,18,,1004,0,0,36,0,0,4,320,NW,,,14.8
20170330-15:00,Haze,16,0,0,,30,,1007,0,0,31,0,0,2,320,NW,,,9.3
20170330-18:00,Haze,16,0,0,,40,,1008,0,0,27,0,0,2,,,,,0
20170330-21:00,Haze,17,0,0,,53,,1007,0,0,24,0,0,2,290,WNW,,,5.6
20170331-00:00,Haze,16,0,0,,51,,1008,0,0,24,0,0,2,290,WNW,,,3.7
20170331-03:00,Haze,17,0,0,,41,,1009,0,0,28,0,0,2,270,West,,,11.1
20170331-06:00,Haze,15,0,0,,23,,1010,0,0,34,0,0,2,270,West,,,16.7
20170331-09:00,Haze,14,0,0,,16,,1006,0,0,38,0,0,4,270,West,,,14.8
20170331-12:00,Haze,16,0,0,,19,,1005,0,0,38,0,0,4,290,WNW,,,9.3
20170331-15:00,Haze,19,0,0,,40,,1007,0,0,31,0,0,2,,,,,0
20170331-18:00,Haze,19,0,0,,52,,1008,0,0,27,0,0,2,,,,,0
20170331-21:00,Haze,19,0,0,,59,,1007,0,0,25,0,0,2,,,,,0
20170401-00:00,Haze,18,0,0,,64,,1007,0,0,24,0,0,2,270,West,,,3.7
20170401-03:00,Haze,18,0,0,,44,,1007,0,0,28,0,0,2,270,West,,,9.3
20170401-06:00,Haze,16,0,0,,21,,1007,0,0,36,0,0,4,290,WNW,,,14.8
20170401-09:00,Haze,14,0,0,,14,,1004,0,0,39,0,0,4,270,West,,,13
20170401-12:00,Haze,13,0,0,,14,,1003,0,0,38,0,0,4,320,NW,,,13
20170401-15:00,Haze,18,0,0,,36,,1004,0,0,31,0,0,2,320,NW,,,7.4
20170401-18:00,Haze,17,0,0,,39,,1004,0,0,29,0,0,2,290,WNW,,,7.4
20170401-21:00,Haze,17,0,0,,49,,1004,0,0,26,0,0,2,270,West,,,3.7
20170402-00:00,Haze,18,0,0,,57,,1004,0,0,25,0,0,2,270,West,,,3.7
20170402-03:00,Haze,17,0,0,,44,,1006,0,0,27,0,0,2,270,West,,,13
20170402-06:00,Haze,12,0,0,,16,,1006,0,0,35,0,0,2,270,West,,,14.8
20170402-09:00,Blowing Sand,12,0,0,,13,,1003,0,0,38,0,0,4,320,NW,,,25.9
20170402-12:00,Smoke,12,0,0,,14,,1002,0,0,37,0,0,4,290,WNW,,,16.7
20170402-15:00,Haze,15,0,0,,33,,1004,0,0,28,0,0,2,,,,,0
20170402-18:00,Haze,15,0,0,,44,,1005,0,0,25,0,0,2,,,,,0
20170402-21:00,Haze,14,0,0,,49,,1004,0,0,23,0,0,2,,,,,0
20170403-00:00,Haze,14,0,0,,50,,1005,0,0,22,0,0,2,290,WNW,,,3.7
20170403-03:00,Haze,14,0,0,,35,,1006,0,0,27,0,0,2,270,West,,,7.4
20170403-06:00,Haze,13,0,0,,16,,1005,0,0,36,0,0,2,270,West,,,11.1
20170403-09:00,Smoke,12,0,0,,12,,1003,0,0,39,0,0,4,320,NW,,,18.5
20170403-12:00,Smoke,10,0,0,,11,,1002,0,0,38,0,0,4,290,WNW,,,14.8
20170403-15:00,Haze,15,0,0,,29,,1004,0,0,31,0,0,4,,,,,0
20170403-18:00,Haze,15,0,0,,39,,1005,0,0,26,0,0,2,,,,,0
20170403-21:00,Haze,16,0,0,,46,,1004,0,0,25,0,0,2,,,,,0
20170404-00:00,Haze,15,0,0,,54,,1005,0,0,23,0,0,2,,,,,0
20170404-02:00,Widespread Dust,15,0,0,,54,,1009,0,0,25,0,0,2,290,WNW,,,25.9
20170404-03:00,Haze,14,0,0,,32,,1009,0,0,28,0,0,2,290,WNW,,,11.1
20170404-04:30,Haze,13,0,0,29.2,35,,1009,0,0,30,0,0,2.5,310,NW,,,7.4
20170404-05:00,Haze,14,0,0,30.3,35,,1009,0,0,31,0,0,2.5,270,West,,,7.4
20170404-05:30,Haze,14,0,0,31.2,33,,1009,0,0,32,0,0,2.5,290,WNW,,,7.4
20170404-06:00,Haze,12,0,0,,19,,1008,0,0,33,0,0,2,320,NW,,,14.8
20170404-06:30,Widespread Dust,12,0,0,32.7,26,,1009,0,0,34,0,0,3,340,NNW,31.5,,13
20170404-08:30,Widespread Dust,12,0,0,33.7,25,,1007,0,0,35,0,0,4,340,NNW,29.6,,11.1
20170404-09:00,Haze,12,0,0,,15,,1005,0,0,36,0,0,4,320,NW,,,14.8
20170404-09:30,Widespread Dust,12,0,0,34.7,23,,1006,0,0,36,0,0,4,350,North,29.6,,11.1
20170404-11:00,Widespread Dust,13,0,0,33.9,26,,1006,0,0,35,0,0,4,350,North,31.5,,13
20170404-12:00,Haze,12,0,0,,18,,1004,0,0,34,0,0,4,340,NNW,,,22.2
20170404-18:00,Thunderstorms and Rain,14,0,0,,30,,1009,1,0,28,1,0,2,320,NW,,,35.2
20170404-21:00,Thunderstorms and Rain,16,0,0,,53,,1004,1,0,24,1,0,2,220,SW,,,20.4
20170405-00:00,Haze,20,0,0,,84,,1004,0,0,22,0,0,2,270,West,,,5.6
20170405-03:00,Haze,19,0,0,,62,,1006,0,0,25,0,0,2,270,West,,,7.4
20170405-04:30,Haze,17,0,0,30.3,45,,1008,0,0,30,0,0,3.5,90,East,,,14.8
20170405-05:30,Haze,18,0,0,31.9,46,,1009,0,0,31,0,0,3.5,80,East,,,11.1
20170405-06:00,Haze,18,0,0,,34,,1008,0,0,32,0,0,2,90,East,,,14.8
20170405-06:30,Haze,19,0,0,34.5,43,,1009,0,0,33,0,0,3.5,70,ENE,,,16.7
20170405-09:00,Haze,18,0,0,,31,,1004,0,0,33,0,0,4,90,East,,,25.9
20170405-10:00,Haze,19,0,0,35.7,41,,1004,0,0,34,0,0,4,90,East,33.3,,14.8
20170405-11:00,Haze,17,0,0,33.4,38,,1003,0,0,33,0,0,4,90,East,33.3,,14.8
20170405-12:00,Haze,18,0,0,,33,,1002,0,0,32,0,0,2,90,East,,,25.9
20170405-15:00,Haze,16,0,0,,44,,1003,0,0,26,0,0,2,110,ESE,,,14.8
20170405-18:00,Haze,16,0,0,,46,,1003,0,0,25,0,0,2,110,ESE,,,11.1
20170405-21:00,Haze,16,0,0,,51,,1002,0,0,24,0,0,2,140,SE,,,9.3
20170406-00:00,Haze,16,0,0,,50,,1002,0,0,24,0,0,2,110,ESE,,,11.1
20170406-03:00,Haze,17,0,0,,48,,1004,0,0,26,0,0,2,110,ESE,,,16.7
20170406-06:00,Haze,18,0,0,,29,,1004,0,0,33,0,0,2,110,ESE,,,14.8
20170406-09:00,Haze,11,0,0,,11,,1000,0,0,38,0,0,4,270,West,,,14.8
20170406-10:30,Widespread Dust,7,0,0,,15,,1001,0,0,38,0,0,4,230,SW,29.6,,11.1
20170406-12:00,Blowing Sand,7,0,0,,9,,1000,0,0,36,0,0,2,270,West,,,25.9
20170406-15:00,Haze,12,0,0,,23,,1004,0,0,31,0,0,2,270,West,,,9.3
20170406-18:00,Haze,11,0,0,,24,,1006,0,0,29,0,0,2,290,WNW,,,14.8
20170406-21:00,Haze,10,0,0,,25,,1005,0,0,26,0,0,2,270,West,,,3.7
20170407-00:00,Haze,13,0,0,,45,,1006,0,0,23,0,0,2,,,,,0
20170407-03:00,Haze,17,0,0,,48,,1008,0,0,25,0,0,2,270,West,,,5.6
20170407-06:00,Widespread Dust,12,0,0,,18,,1008,0,0,33,0,0,1,320,NW,,,9.3
20170407-09:00,Widespread Dust,7,0,0,,10,,1006,0,0,34,0,0,2,230,SW,,,9.3
20170407-12:00,Widespread Dust,7,0,0,,11,,1005,0,0,33,0,0,2,320,NW,,,5.6
20170407-15:00,Haze,8,0,0,,20,,1008,0,0,27,0,0,2,290,WNW,,,7.4
20170407-18:00,Haze,10,0,0,,35,,1009,0,0,22,0,0,2,,,,,0
20170407-21:00,Haze,12,0,0,,52,,1009,0,0,19,0,0,2,,,,,0
20170408-00:00,Haze,11,0,0,,59,,1009,0,0,17,0,0,2,,,,,0
20170408-03:00,Widespread Dust,8,0,0,,28,,1011,0,0,23,0,0,2,270,West,,,7.4
20170408-06:00,Widespread Dust,6,0,0,,11,,1012,0,0,32,0,0,2,270,West,,,7.4
20170408-09:00,Widespread Dust,4,0,0,,8,,1009,0,0,33,0,0,2,250,WSW,,,18.5
20170408-12:00,Widespread Dust,7,0,0,,13,,1008,0,0,32,0,0,4,290,WNW,,,14.8
20170408-15:00,Haze,12,0,0,,36,,1011,0,0,24,0,0,2,,,,,0
20170408-18:00,Haze,12,0,0,,39,,1012,0,0,23,0,0,2,320,NW,,,9.3
20170408-21:00,Haze,11,0,0,,41,,1011,0,0,21,0,0,2,320,NW,,,9.3
20170409-00:00,Haze,10,0,0,,42,,1011,0,0,20,0,0,2,320,NW,,,5.6
20170409-03:00,Haze,6,0,0,,21,,1012,0,0,25,0,0,2,270,West,,,16.7
20170409-06:00,Blowing Sand,7,0,0,,14,,1012,0,0,30,0,0,4,320,NW,,,24.1
20170409-09:00,Blowing Sand,6,0,0,,12,,1010,0,0,32,0,0,4,290,WNW,,,18.5
20170409-12:00,Blowing Sand,8,0,0,,14,,1008,0,0,32,0,0,2,320,NW,,,18.5
20170409-15:00,Haze,8,0,0,,18,,1011,0,0,28,0,0,4,290,WNW,,,11.1
20170409-18:00,Haze,8,0,0,,22,,1011,0,0,26,0,0,2,320,NW,,,11.1
20170409-21:00,Haze,8,0,0,,26,,1010,0,0,24,0,0,2,320,NW,,,7.4
20170410-00:00,Haze,9,0,0,,33,,1010,0,0,22,0,0,2,290,WNW,,,14.8
20170410-03:00,Haze,8,0,0,,25,,1010,0,0,24,0,0,4,270,West,,,18.5
20170410-06:00,Widespread Dust,9,0,0,,16,,1010,0,0,30,0,0,4,290,WNW,,,24.1
20170410-09:00,Widespread Dust,8,0,0,,13,,1007,0,0,33,0,0,4,290,WNW,,,33.3
20170410-12:00,Widespread Dust,5,0,0,,9,,1006,0,0,33,0,0,4,290,WNW,,,27.8
20170410-15:00,Haze,7,0,0,,17,,1008,0,0,28,0,0,4,290,WNW,,,9.3
20170410-18:00,Haze,8,0,0,,23,,1009,0,0,25,0,0,4,270,West,,,7.4
20170411-00:00,Haze,8,0,0,,29,,1007,0,0,22,0,0,2,290,WNW,,,9.3
20170411-03:00,Haze,8,0,0,,22,,1009,0,0,25,0,0,4,270,West,,,18.5
20170411-06:00,Haze,5,0,0,,10,,1008,0,0,32,0,0,4,290,WNW,,,31.5
20170411-09:00,Haze,4,0,0,,6,,1004,0,0,37,0,0,4,320,NW,,,18.5
20170411-12:00,Haze,4,0,0,,7,,1004,0,0,36,0,0,4,290,WNW,,,24.1
20170411-15:00,Haze,9,0,0,,17,,1005,0,0,31,0,0,2,290,WNW,,,11.1
20170411-18:00,Haze,9,0,0,,22,,1007,0,0,27,0,0,2,290,WNW,,,7.4
20170411-21:00,Haze,9,0,0,,29,,1006,0,0,24,0,0,2,270,West,,,3.7
20170412-00:00,Haze,10,0,0,,37,,1006,0,0,21,0,0,2,270,West,,,5.6
20170412-03:00,Haze,8,0,0,,22,,1008,0,0,26,0,0,2,270,West,,,11.1
20170412-06:00,Haze,10,0,0,,14,,1007,0,0,34,0,0,2,290,WNW,,,18.5
20170412-09:00,Blowing Sand,8,0,0,,8,,1004,0,0,39,0,0,2,320,NW,,,25.9
20170412-12:00,Haze,8,0,0,,9,,1003,0,0,38,0,0,2,320,NW,,,14.8
20170412-15:00,Haze,13,0,0,,26,,1006,0,0,29,0,0,2,,,,,0
20170412-18:00,Haze,15,0,0,,43,,1007,0,0,25,0,0,2,,,,,0
20170412-21:00,Haze,14,0,0,,49,,1006,0,0,22,0,0,2,,,,,0
20170413-00:00,Haze,14,0,0,,56,,1007,0,0,21,0,0,2,,,,,0
20170413-03:00,Haze,10,0,0,,23,,1008,0,0,27,0,0,2,270,West,,,11.1
20170413-04:00,Haze,9,0,0,,27,,1010,0,0,30,0,0,2,250,WSW,,,9.3
20170413-06:00,Haze,10,0,0,,12,,1008,0,0,36,0,0,2,250,WSW,,,7.4
20170413-09:00,Smoke,6,0,0,,7,,1005,0,0,39,0,0,4,250,WSW,,,7.4
20170413-12:00,Haze,6,0,0,,8,,1004,0,0,38,0,0,4,320,NW,,,9.3
20170413-15:00,Haze,14,0,0,,31,,1006,0,0,28,0,0,2,,,,,0
20170413-18:00,Haze,15,0,0,,43,,1007,0,0,25,0,0,2,,,,,0
20170413-21:00,Haze,16,0,0,,55,,1006,0,0,23,0,0,2,,,,,0
20170414-00:00,Haze,15,0,0,,57,,1006,0,0,21,0,0,2,,,,,0
20170414-03:00,Haze,17,0,0,,54,,1008,0,0,25,0,0,2,,,,,0
20170414-06:00,Widespread Dust,14,0,0,,15,,1006,0,0,38,0,0,2,,,,,3.7
20170414-09:00,Widespread Dust,13,0,0,,12,,1003,0,0,40,0,0,2,20,NNE,,,7.4
20170414-12:00,Widespread Dust,12,0,0,,11,,1001,0,0,40,0,0,2,,,,,0
20170414-15:00,Haze,19,0,0,,42,,1004,0,0,29,0,0,2,,,,,0
20170414-18:00,Haze,18,0,0,,48,,1005,0,0,27,0,0,2,,,,,0
20170414-21:00,Haze,18,0,0,,62,,1004,0,0,24,0,0,2,,,,,0
20170415-00:00,Haze,18,0,0,,66,,1004,0,0,23,0,0,2,,,,,0
20170415-03:00,Haze,16,0,0,,38,,1005,0,0,28,0,0,2,,,,,0
20170415-04:00,Haze,15,0,0,31.6,36,,1006,0,0,32,0,0,3,250,WSW,,,9.3
20170415-06:00,Haze,11,0,0,,12,,1004,0,0,37,0,0,2,270,West,,,7.4
20170415-09:00,Haze,10,0,0,,9,,1000,0,0,40,0,0,4,340,NNW,,,14.8
20170415-12:00,Haze,8,0,0,,8,,999,0,0,40,0,0,4,290,WNW,,,14.8
20170415-15:00,Haze,13,0,0,,25,,1000,0,0,30,0,0,2,270,West,,,7.4
20170415-18:00,Haze,14,0,0,,34,,1002,0,0,27,0,0,2,,,,,0
20170415-21:00,Haze,15,0,0,,46,,1002,0,0,24,0,0,2,,,,,0
20170416-00:00,Haze,15,0,0,,54,,1003,0,0,22,0,0,2,,,,,0
20170416-03:00,Haze,13,0,0,,30,,1005,0,0,28,0,0,2,,,,,0
20170416-06:00,Haze,14,0,0,,17,,1004,0,0,37,0,0,2,70,ENE,,,5.6
20170416-09:00,Haze,15,0,0,,15,,1002,0,0,39,0,0,2,50,NE,,,5.6
20170416-12:00,Haze,14,0,0,,14,,1001,0,0,38,0,0,2,50,NE,,,5.6
20170416-15:00,Haze,19,0,0,,41,,1003,0,0,30,0,0,2,,,,,0
20170416-18:00,Haze,20,0,0,,55,,1004,0,0,27,0,0,2,,,,,0
20170416-21:00,Haze,18,0,0,,48,,1004,0,0,27,0,0,2,,,,,0
20170417-00:00,Haze,18,0,0,,54,,1005,0,0,26,0,0,2,,,,,3.7
20170417-03:00,Haze,19,0,0,,48,,1007,0,0,28,0,0,2,90,East,,,13
20170417-05:30,Haze,17,0,0,35.6,34,,1008,0,0,35,0,0,3,90,East,,,5.6
20170417-06:00,Haze,16,0,0,,21,,1006,0,0,36,0,0,2,90,East,,,7.4
20170417-09:00,Haze,16,0,0,,16,,1002,0,0,40,0,0,2,50,NE,,,9.3
20170417-12:00,Haze,15,0,0,,16,,1001,0,0,39,0,0,2,320,NW,,,9.3
20170417-15:00,Haze,21,0,0,,41,,1003,0,0,32,0,0,2,,,,,0
20170417-18:00,Haze,21,0,0,,53,,1004,0,0,29,0,0,2,,,,,0
20170417-21:00,Haze,22,0,0,,63,,1004,0,0,28,0,0,2,,,,,0
20170418-00:00,Mist,21,0,0,,71,,1004,0,0,26,0,0,2,,,,,0
20170418-03:00,Haze,18,0,0,,40,,1006,0,0,29,0,0,2,,,,,0
20170418-05:00,Haze,13,0,0,35,25,,1007,0,0,36,0,0,2.5,260,West,,,11.1
20170418-06:00,Widespread Dust,14,0,0,,16,,1005,0,0,37,0,0,2,250,WSW,,,14.8
20170418-09:00,Widespread Dust,10,0,0,,8,,1002,0,0,42,0,0,2,250,WSW,,,22.2
20170418-12:00,Widespread Dust,11,0,0,,9,,999,0,0,42,0,0,2,290,WNW,,,11.1
20170418-15:00,Haze,15,0,0,,22,,1001,0,0,34,0,0,2,230,SW,,,3.7
20170418-18:00,Haze,14,0,0,,26,,1002,0,0,31,0,0,2,250,WSW,,,3.7
20170418-21:00,Haze,14,0,0,,29,,1002,0,0,29,0,0,2,250,WSW,,,3.7
20170419-00:00,Haze,14,0,0,,36,,1002,0,0,26,0,0,2,270,West,,,7.4
20170419-03:00,Haze,8,0,0,,13,,1004,0,0,32,0,0,2,270,West,,,14.8
20170419-06:00,Haze,13,0,0,,13,,1003,0,0,39,0,0,4,290,WNW,,,14.8
20170419-09:00,Haze,10,0,0,,8,,1000,0,0,42,0,0,4,290,WNW,,,22.2
20170419-12:00,Haze,11,0,0,,10,,998,0,0,41,0,0,4,270,West,,,9.3
20170419-15:00,Haze,17,0,0,,29,,1000,0,0,33,0,0,2,,,,,0
20170419-18:00,Haze,18,0,0,,42,,1001,0,0,29,0,0,2,,,,,0
20170419-21:00,Haze,16,0,0,,42,,999,0,0,26,0,0,2,270,West,,,3.7
20170420-00:00,Haze,12,0,0,,27,,1000,0,0,27,0,0,2,,,,,0
20170420-03:00,Haze,13,0,0,,26,,1001,0,0,30,0,0,2,290,WNW,,,11.1
20170420-06:00,Haze,14,0,0,,16,,1000,0,0,38,0,0,2,270,West,,,11.1
20170420-09:00,Haze,15,0,0,,12,,997,0,0,42,0,0,4,270,West,,,3.7
20170420-12:00,Haze,17,0,0,,16,,996,0,0,42,0,0,4,290,WNW,,,7.4
20170420-15:00,Haze,21,0,0,,36,,997,0,0,34,0,0,2,,,,,0
20170420-18:00,Haze,20,0,0,,40,,999,0,0,32,0,0,2,90,East,,,5.6
20170420-21:00,Haze,22,0,0,,47,,999,0,0,31,0,0,2,90,East,,,5.6
20170421-00:00,Haze,23,0,0,,60,,1000,0,0,30,0,0,2,110,ESE,,,5.6
20170421-03:00,Haze,20,0,0,,47,,1004,0,0,30,0,0,2,110,ESE,,,18.5
20170421-06:00,Haze,21,0,0,,32,,1002,0,0,36,0,0,2,110,ESE,,,7.4
20170421-09:00,Haze,21,0,0,,24,,998,0,0,39,0,0,2,50,NE,,,5.6
20170421-12:00,Haze,22,0,0,,28,,996,0,0,39,0,0,2,70,ENE,,,5.6
20170421-15:00,Haze,22,0,0,,38,,999,0,0,35,0,0,2,90,East,,,1.9
20170421-18:00,Haze,22,0,0,,41,,1000,0,0,33,0,0,2,90,East,,,3.7
20170421-21:00,Haze,21,0,0,,45,,1000,0,0,32,0,0,2,110,ESE,,,7.4
20170422-00:00,Haze,22,0,0,,54,,1000,0,0,30,0,0,2,,,,,0
20170422-03:00,Widespread Dust,21,0,0,,42,,1003,0,0,32,0,0,2,50,NE,,,13
20170422-06:00,Widespread Dust,24,0,0,,44,,1003,0,0,34,0,0,2,50,NE,,,18.5
20170422-08:00,Unknown,21,0,0,42.1,37,,1003,0,0,38,0,0,2.5,90,East,,,11.1
20170422-09:00,Widespread Dust,22,0,0,,29,,1000,0,0,38,0,0,2,70,ENE,,,5.6
20170422-12:00,Thunderstorm,18,0,0,,30,,1000,0,0,34,1,0,1,0,North,,,18.5
20170422-12:30,Light Thunderstorm,18,0,0,34,41,,1001,0,0,33,1,0,2,90,East,,,11.1
20170422-15:00,Haze,20,0,0,,41,,1001,0,0,32,0,0,2,,,,,0
20170422-18:00,Haze,19,0,0,,44,,1003,0,0,30,0,0,2,290,WNW,,,3.7
20170422-21:00,Haze,19,0,0,,47,,1002,0,0,28,0,0,2,270,West,,,7.4
20170423-00:00,Haze,17,0,0,,45,,1002,0,0,27,0,0,2,270,West,,,11.1
20170423-03:00,Haze,15,0,0,,30,,1005,0,0,30,0,0,2,320,NW,,,9.3
20170423-06:00,Haze,14,0,0,,18,,1004,0,0,36,0,0,4,340,NNW,,,22.2
20170423-09:00,Haze,12,0,0,,12,,1002,0,0,39,0,0,2,340,NNW,,,13
20170423-12:00,Haze,12,0,0,,12,,999,0,0,39,0,0,4,270,West,,,9.3
20170423-15:00,Haze,18,0,0,,32,,1001,0,0,33,0,0,2,,,,,0
20170423-18:00,Haze,19,0,0,,41,,1002,0,0,30,0,0,2,,,,,0
20170423-21:00,Haze,14,0,0,,30,,1002,0,0,29,0,0,2,320,NW,,,14.8
20170424-00:00,Haze,15,0,0,,40,,1004,0,0,26,0,0,2,290,WNW,,,11.1
20170424-03:00,Haze,16,0,0,,38,,1006,0,0,28,0,0,4,0,North,,,14.8
20170424-06:00,Haze,17,0,0,,25,,1005,0,0,34,0,0,4,320,NW,,,11.1
20170424-09:00,Haze,14,0,0,,16,,1003,0,0,38,0,0,4,320,NW,,,22.2
20170424-12:00,Haze,12,0,0,,14,,1002,0,0,36,0,0,4,270,West,,,18.5
20170424-15:00,Haze,15,0,0,,27,,1004,0,0,32,0,0,2,320,NW,,,3.7
20170424-18:00,Haze,15,0,0,,30,,1005,0,0,30,0,0,2,320,NW,,,3.7

